pair_id,layer_id,threshold,feature_metric,feature_changed_ratio,pixel_changed_ratio,page_similarity,episode_id,step_id,app,task
pair_000001,final,0.005,cosine_distance,0.013925729442970823,0.0078125,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,final,0.01,cosine_distance,0.010610079575596816,0.0078125,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,final,0.03,cosine_distance,0.002652519893899204,0.0078125,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,final,0.05,cosine_distance,0.002652519893899204,0.0078125,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000001,final,0.1,cosine_distance,0.0,0.0078125,0.9921875,60,4,, I want to view the recipe for Welsh Cakes in the kitchen stories app.
pair_000002,final,0.005,cosine_distance,0.06763925729442971,0.140625,0.859375,341,2,,I want to search for some interesting activities in Hawaii.
pair_000002,final,0.01,cosine_distance,0.050397877984084884,0.140625,0.859375,341,2,,I want to search for some interesting activities in Hawaii.
pair_000002,final,0.03,cosine_distance,0.017241379310344827,0.140625,0.859375,341,2,,I want to search for some interesting activities in Hawaii.
pair_000002,final,0.05,cosine_distance,0.004641909814323607,0.140625,0.859375,341,2,,I want to search for some interesting activities in Hawaii.
pair_000002,final,0.1,cosine_distance,0.0,0.140625,0.859375,341,2,,I want to search for some interesting activities in Hawaii.
pair_000003,final,0.005,cosine_distance,0.07758620689655173,0.140625,0.859375,341,3,,I want to search for some interesting activities in Hawaii.
pair_000003,final,0.01,cosine_distance,0.0610079575596817,0.140625,0.859375,341,3,,I want to search for some interesting activities in Hawaii.
pair_000003,final,0.03,cosine_distance,0.014588859416445624,0.140625,0.859375,341,3,,I want to search for some interesting activities in Hawaii.
pair_000003,final,0.05,cosine_distance,0.005968169761273209,0.140625,0.859375,341,3,,I want to search for some interesting activities in Hawaii.
pair_000003,final,0.1,cosine_distance,0.001326259946949602,0.140625,0.859375,341,3,,I want to search for some interesting activities in Hawaii.
pair_000004,final,0.005,cosine_distance,0.012599469496021221,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,0.01,cosine_distance,0.006631299734748011,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,0.03,cosine_distance,0.001989389920424403,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,0.05,cosine_distance,0.001326259946949602,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000004,final,0.1,cosine_distance,0.0,0.0625,0.9375,542,3,,Find Location from Los angeles to Oakland and select transportation by train Mode.Get the Directions
pair_000005,final,0.005,cosine_distance,0.01790450928381963,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,0.01,cosine_distance,0.011936339522546418,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,0.03,cosine_distance,0.001326259946949602,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,0.05,cosine_distance,0.0,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000005,final,0.1,cosine_distance,0.0,0.0546875,0.9453125,622,3,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,0.005,cosine_distance,0.03050397877984085,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,0.01,cosine_distance,0.021883289124668436,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,0.03,cosine_distance,0.011273209549071617,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,0.05,cosine_distance,0.004641909814323607,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000006,final,0.1,cosine_distance,0.000663129973474801,0.109375,0.890625,622,7,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,0.005,cosine_distance,0.04509283819628647,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,0.01,cosine_distance,0.03050397877984085,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,0.03,cosine_distance,0.011936339522546418,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,0.05,cosine_distance,0.006631299734748011,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000007,final,0.1,cosine_distance,0.001326259946949602,0.09375,0.90625,622,10,,I want to search for a flight from Knoxville to Hawaii.
pair_000008,final,0.005,cosine_distance,0.033156498673740056,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,0.01,cosine_distance,0.01856763925729443,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,0.03,cosine_distance,0.003978779840848806,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,0.05,cosine_distance,0.001326259946949602,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000008,final,0.1,cosine_distance,0.000663129973474801,0.1171875,0.8828125,883,5,,"Open the MyTrip app, I am planning to create a Solo trip plan to Honolulu, Hawaii so I want to find flights from Detroit Departing on Jan. 29, 2024 To Arrive in Honolulu, Hawaii on Feb. 5, 2024 in Business class."
pair_000009,final,0.005,cosine_distance,0.023872679045092837,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,0.01,cosine_distance,0.01856763925729443,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,0.03,cosine_distance,0.005305039787798408,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,0.05,cosine_distance,0.0033156498673740055,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000009,final,0.1,cosine_distance,0.001326259946949602,0.078125,0.921875,1003,3,,Export your all reminder in drive  app
pair_000010,final,0.005,cosine_distance,0.013925729442970823,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,0.01,cosine_distance,0.008620689655172414,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,0.03,cosine_distance,0.001989389920424403,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,0.05,cosine_distance,0.0,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000010,final,0.1,cosine_distance,0.0,0.0234375,0.9765625,1144,7,,"Add the text ""My Favorite Book"" on the second page of the The Queen's Gambit book pdf file on the PDFelement app."
pair_000011,final,0.005,cosine_distance,0.005305039787798408,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,0.01,cosine_distance,0.003978779840848806,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,0.03,cosine_distance,0.000663129973474801,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,0.05,cosine_distance,0.000663129973474801,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000011,final,0.1,cosine_distance,0.0,0.0078125,0.9921875,1164,8,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,0.005,cosine_distance,0.010610079575596816,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,0.01,cosine_distance,0.003978779840848806,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,0.03,cosine_distance,0.000663129973474801,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,0.05,cosine_distance,0.0,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000012,final,0.1,cosine_distance,0.0,0.03125,0.96875,1164,9,,"In the any.do app, create a reminder HR meeting"
pair_000013,final,0.005,cosine_distance,0.017241379310344827,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,0.01,cosine_distance,0.011273209549071617,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,0.03,cosine_distance,0.003978779840848806,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,0.05,cosine_distance,0.001326259946949602,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000013,final,0.1,cosine_distance,0.0,0.0390625,0.9609375,1324,6,,schedule a team meeting on the 24th at 8 a.m. for 30 minutes at the Gurugram location in the zoom app.
pair_000014,final,0.005,cosine_distance,0.012599469496021221,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,0.01,cosine_distance,0.009283819628647215,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,0.03,cosine_distance,0.004641909814323607,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,0.05,cosine_distance,0.001989389920424403,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000014,final,0.1,cosine_distance,0.0,0.015625,0.984375,1404,7,,"Open the Gmail App, Go to the search bar and Search for the Redeployment Event.  "
pair_000015,final,0.005,cosine_distance,0.05238726790450928,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,0.01,cosine_distance,0.03978779840848806,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,0.03,cosine_distance,0.020557029177718834,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,0.05,cosine_distance,0.010610079575596816,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000015,final,0.1,cosine_distance,0.002652519893899204,0.046875,0.953125,1444,6,,"In the Sketchbook app, create a new sketch with canvas size 1080x2263"
pair_000016,final,0.005,cosine_distance,0.023872679045092837,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,0.01,cosine_distance,0.01790450928381963,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,0.03,cosine_distance,0.011273209549071617,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,0.05,cosine_distance,0.005968169761273209,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000016,final,0.1,cosine_distance,0.001326259946949602,0.078125,0.921875,1564,0,,Open the bigbasket app and check the special offers and discounts available on groceries products.
pair_000017,final,0.005,cosine_distance,0.013262599469496022,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,0.01,cosine_distance,0.007957559681697613,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,0.03,cosine_distance,0.0033156498673740055,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,0.05,cosine_distance,0.001989389920424403,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000017,final,0.1,cosine_distance,0.0,0.015625,0.984375,1904,3,,"I fit into a size 10, therefore that's what I'm looking for. With a size filter of 10, use the Flipkart app to find shoes."
pair_000018,final,0.005,cosine_distance,0.011273209549071617,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,0.01,cosine_distance,0.005968169761273209,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,0.03,cosine_distance,0.002652519893899204,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,0.05,cosine_distance,0.0,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000018,final,0.1,cosine_distance,0.0,0.0390625,0.9609375,1924,2,,Get the timetable of the buses that will take the shortest duration of time to get from Sao Paulo to Rio de Janeiro by using the FlixBus app.
pair_000019,final,0.005,cosine_distance,0.02453580901856764,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,0.01,cosine_distance,0.013925729442970823,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,0.03,cosine_distance,0.002652519893899204,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,0.05,cosine_distance,0.001326259946949602,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000019,final,0.1,cosine_distance,0.0,0.0625,0.9375,2224,3,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,0.005,cosine_distance,0.019230769230769232,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,0.01,cosine_distance,0.010610079575596816,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,0.03,cosine_distance,0.002652519893899204,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,0.05,cosine_distance,0.000663129973474801,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000020,final,0.1,cosine_distance,0.0,0.046875,0.953125,2224,4,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,0.005,cosine_distance,0.007294429708222812,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,0.01,cosine_distance,0.004641909814323607,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,0.03,cosine_distance,0.0,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,0.05,cosine_distance,0.0,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000021,final,0.1,cosine_distance,0.0,0.0390625,0.9609375,2224,5,,Prepon the alarm of 4:30 AM by 15 minutes in The Clock app
pair_000022,final,0.005,cosine_distance,0.10477453580901856,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,0.01,cosine_distance,0.07692307692307693,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,0.03,cosine_distance,0.03183023872679045,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,0.05,cosine_distance,0.013925729442970823,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
pair_000022,final,0.1,cosine_distance,0.003978779840848806,0.125,0.875,2264,5,,"I am planning a family trip to Vancouver, so find an economy class flight for me for a one-way trip from Toronto Pearson International to Vancouver International Airport on December 15 for 3 adults on the Agoda app."
